comments,video_id
"If this movie turns out to be 4 hours long, it still might not be enough for me.  It looks absolutely magnificent.  Hoping beyond hope that they've finally done Herbert's story justice.",ygUERHVuZQ%3D%3D
"Love the books, love the movie. Can't wait for the sequel!",ygUERHVuZQ%3D%3D
Visual & auditory masterpiece. Timothée was born for that character and absolutely killed it! Can’t wait for the second movie in november! ,ygUERHVuZQ%3D%3D
I just realized Stilgar’s expression when Paul talks about his father. He’s now realizing that Paul’s father wasn’t like the Oppressing Harkonnens. This is the lead up to Stilgar’s and Paul’s relationship later on and the fact that it’s shown through Javier Bardem’s expression makes it perfect.,ygUERHVuZQ%3D%3D
"Just finished watching. Not gonna lie, this movie was a true masterpiece. Finally a sci-fi world that was so easy to get invested in. I knew this was gonna be good from the director all the way to costume designer. A true masterpiece",ygUERHVuZQ%3D%3D
"Such a good movie, the scenes were incredible and it's a masterpiece, no words to describe how excellent it is.",ygUERHVuZQ%3D%3D
It’s one of the best sci-fi movies ive ever seen.,ygUERHVuZQ%3D%3D
"This is indeed a great movie, Watched it and you’ll never regret spending time on it.",ygUERHVuZQ%3D%3D
I absolutely loved this movie,ygUERHVuZQ%3D%3D
"Masterpiece movie, I can’t stop watching it ️",ygUERHVuZQ%3D%3D
Everything about this film so far is simply amazing,ygUERHVuZQ%3D%3D
"What an amazing trailer it gives me a lot of chills, what more if you see the movie.",ygUERHVuZQ%3D%3D
"Interesting Fact,
Frank Herbert's Dune was so complicated and ahead of its time, some filmmakers in the 70s couldn't catch up to the novel's setting and had to cancel due to high budget.",ygUERHVuZQ%3D%3D
Very well done film. Beautifully shot and fantastic characters all around with a very good list of actors and actresses to your disposa,ygUERHVuZQ%3D%3D
What an achievement. Absolutely deserved.,ygUERHVuZQ%3D%3D
Now THIS is how you make a gorgeous movie.,ygUERHVuZQ%3D%3D
Who came here to watch 1st movie trailer  after dune 2 teaser release .... :),ygUERHVuZQ%3D%3D
Hans Zimmer made Dune what it should actually sound like. Masterpiece,ygUERHVuZQ%3D%3D
I always return to this trailer even after seeing the movie three times already. Part Two the most anticipated movie of 2023! ,ygUERHVuZQ%3D%3D
Very well develepoed music. It sets 90% of this mood and it still knock me off my back.,ygUERHVuZQ%3D%3D
My absolute favourite movie of all time!,ygUERHVuZQ%3D%3D
Really refreshing experience after lots of superhero blockbusters lately. I really loved that the movie takes its time and isn't afraid of making its audience really pay attention with it's world building. I was a little surprised by it being a part one since I didn't see any of that during advertisement. Although I don't mind it since this movie clearly needs more time than it's current runtime to cover the whole book. I am just really hoping that Warner doesn't block the second part due to a low turnout. That would be heartbreaking after such a strong start.,ygUERHVuZQ%3D%3D
"It was a great movie , can't wait for the next plot.    quite excited for the release of part II.",ygUERHVuZQ%3D%3D
Excellent breakdown! I had a general idea of how it all worked but this really ties it all together with real world comparisons.,ygUERHVuZQ%3D%3D
"Interesting movie! Hope it doesn't end here! How else can I honestly judge it, without it's real end!!!",ygUERHVuZQ%3D%3D
"Arrakis = Iraq
Spice harvesting = Oil extraction

The story has many reflections to reality! This art piece deserves many many awards!",ygUERHVuZQ%3D%3D
"I cannot get over the visuals. Every frame is gorgeous.  This is not just a movie, this is art!",ygUERHVuZQ%3D%3D
Everything about this film so far is so amazing.,ygUERHVuZQ%3D%3D
"Unbelievable scenes, the acting was amazing too, loved the trailer",ygUERHVuZQ%3D%3D
The last fight scene is basically just showing that Paul is a Badass and Genuine Leader when called upon to do so. Cause he uplifts his people to become better and stronger in their faith as they grow.,ygUERHVuZQ%3D%3D
Even though I’ve seen the movie this trailer still gives me chills!,ygUERHVuZQ%3D%3D
"Be careful, this trailer has too much rhythm, it will attract Shai-Hulud.",ygUERHVuZQ%3D%3D
I love everything about this trailer,ygUERHVuZQ%3D%3D
"that movie was so loud, epic and just wild af! love this movie!",ygUERHVuZQ%3D%3D
Who’s thirsty for more? Excellent performance. I’ve never read the books. But now im a huge fan. Awsome story & awsome work. Can’t wait for part 2,ygUERHVuZQ%3D%3D
"Love the books, love the movie. Can't wait for the sequel",ygUERHVuZQ%3D%3D
